Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute,Total Marks Scored
S01560,Other,19.0,Commerce,9.0,Hybrid,Yes,Satisfied,No,No,,74.0
S01561,Other,18.0,Arts,5.0,Offline,Yes,Very Satisfied,No,Yes,No,40.0
S01562,Male,,Commerce,11.0,Hybrid,Yes,Very Satisfied,No,No,No,84.0
S01563,Female,25.0,Science,9.0,Hybrid,Yes,Neutral,Yes,Yes,No,68.0
S01564,Other,22.0,Science,10.0,Online,,Dissatisfied,Yes,Yes,,85.0
S01565,Male,19.0,Engineering,9.0,Hybrid,Yes,Very Satisfied,No,No,Yes,74.0
S01566,Other,24.0,Science,7.0,Offline,Yes,Very Dissatisfied,No,No,No,51.0
S01567,Female,20.0,Arts,5.0,Online,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S01568,Other,21.0,Engineering,6.0,Hybrid,Yes,Neutral,No,Yes,No,52.0
S01569,Other,18.0,Arts,3.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S01570,Other,20.0,Medicine,2.0,Offline,Yes,Very Satisfied,Yes,Yes,No,40.0
S01571,Other,20.0,Arts,6.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,49.0
S01572,Male,22.0,Science,12.0,Offline,Yes,Neutral,No,Yes,Yes,98.0
S01573,Male,20.0,Medicine,1.0,Hybrid,Yes,Neutral,No,Yes,No,40.0
S01574,Female,22.0,Science,6.0,Hybrid,Yes,Satisfied,Yes,,Yes,51.0
S01575,Male,18.0,Arts,0.0,Offline,Yes,Satisfied,Yes,Yes,Yes,40.0
S01576,Male,18.0,Science,12.0,Online,Yes,Dissatisfied,Yes,Yes,No,95.0
S01577,Female,21.0,Science,9.0,,Yes,Dissatisfied,Yes,No,Yes,71.0
S01578,Male,22.0,Science,4.0,Online,Yes,Neutral,Yes,Yes,Yes,40.0
S01579,,22.0,Commerce,8.0,Online,Yes,Very Satisfied,Yes,Yes,Yes,69.0
S01580,,19.0,,12.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes,96.0
S01581,Female,19.0,Medicine,12.0,Offline,Yes,Satisfied,No,No,No,95.0
S01582,Female,21.0,Medicine,0.0,Hybrid,Yes,Dissatisfied,Yes,No,Yes,40.0
S01583,Other,18.0,Arts,7.0,Hybrid,Yes,Dissatisfied,Yes,No,No,59.0
S01584,Other,23.0,Law,8.0,Online,Yes,Very Satisfied,No,No,Yes,61.0
S01585,Female,19.0,Arts,8.0,Hybrid,,Satisfied,No,Yes,No,61.0
S01586,Female,20.0,Medicine,6.0,Offline,Yes,Very Satisfied,Yes,Yes,No,49.0
S01587,Female,18.0,Engineering,3.0,Online,Yes,Very Satisfied,No,No,,40.0
S01588,Other,23.0,Science,6.0,Hybrid,Yes,Neutral,Yes,,No,48.0
S01589,Other,25.0,Science,0.0,Hybrid,Yes,Dissatisfied,Yes,Yes,,40.0
S01590,Male,,Law,6.0,Offline,Yes,Neutral,No,No,Yes,49.0
S01591,Male,24.0,Engineering,5.0,Offline,Yes,Neutral,Yes,Yes,Yes,40.0
S01592,Female,22.0,Commerce,4.0,Hybrid,Yes,Very Satisfied,No,No,No,40.0
S01593,Other,18.0,Arts,0.0,Online,Yes,Satisfied,No,,No,40.0
S01594,Other,24.0,Commerce,7.0,Online,Yes,,No,No,No,56.0
S01595,Other,21.0,Engineering,9.0,Offline,Yes,Satisfied,No,No,No,74.0
S01596,Female,22.0,Law,0.0,Offline,,Dissatisfied,Yes,No,No,40.0
S01597,Male,22.0,Engineering,0.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S01598,Female,20.0,Law,6.0,Hybrid,Yes,Dissatisfied,,No,No,53.0
S01599,Male,,Commerce,12.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,91.0
S01600,Male,,Commerce,7.0,Offline,No,Satisfied,No,Yes,Yes,51.0
S01601,Female,19.0,Engineering,7.0,Online,Yes,Very Dissatisfied,,No,Yes,60.0
S01602,Male,18.0,Engineering,6.0,Offline,Yes,Satisfied,No,Yes,No,53.0
S01603,Male,19.0,Science,4.0,Offline,Yes,Satisfied,No,Yes,Yes,40.0
S01604,Other,20.0,Law,7.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,57.0
S01605,Male,23.0,,1.0,Online,Yes,Very Dissatisfied,No,No,No,40.0
S01606,,25.0,Arts,7.0,Online,Yes,Dissatisfied,No,Yes,No,51.0
S01607,Female,20.0,,11.0,,Yes,Neutral,No,No,Yes,93.0
S01608,Male,18.0,Engineering,6.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,44.0
S01609,Other,22.0,Commerce,1.0,Hybrid,Yes,Neutral,No,Yes,Yes,40.0
S01610,Other,24.0,Arts,9.0,Offline,Yes,Neutral,Yes,No,No,67.0
S01611,Male,24.0,Arts,4.0,Hybrid,Yes,Neutral,Yes,,Yes,40.0
S01612,Male,21.0,Science,10.0,Offline,Yes,Neutral,Yes,Yes,No,82.0
S01613,Female,20.0,Science,12.0,Offline,No,Very Dissatisfied,No,Yes,Yes,98.0
S01614,Male,18.0,Arts,3.0,Online,Yes,Satisfied,No,No,Yes,40.0
S01615,Other,21.0,Engineering,12.0,Online,Yes,Very Dissatisfied,No,No,No,96.0
S01616,Male,22.0,Science,0.0,Hybrid,Yes,Very Dissatisfied,No,No,No,40.0
S01617,Female,23.0,Arts,4.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,40.0
S01618,,20.0,Commerce,6.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,51.0
S01619,Female,23.0,Science,0.0,Hybrid,Yes,Dissatisfied,No,No,Yes,40.0
S01620,Female,18.0,Arts,1.0,Online,Yes,Neutral,No,No,,40.0
S01621,Female,,Law,11.0,Online,Yes,Neutral,Yes,No,No,89.0
S01622,Male,23.0,Science,8.0,Hybrid,Yes,Very Satisfied,Yes,No,No,59.0
S01623,Male,18.0,Law,11.0,Offline,Yes,Satisfied,Yes,Yes,No,91.0
S01624,Male,,Science,6.0,Online,,Dissatisfied,No,Yes,Yes,49.0
S01625,Male,20.0,Science,12.0,Online,Yes,,No,No,Yes,100.0
S01626,Female,23.0,Medicine,6.0,Online,Yes,Very Satisfied,No,Yes,Yes,51.0
S01627,Other,21.0,Medicine,1.0,Online,Yes,Satisfied,Yes,Yes,No,40.0
S01628,Male,25.0,,6.0,Hybrid,Yes,Neutral,No,Yes,No,44.0
S01629,Other,18.0,Engineering,6.0,Hybrid,,Very Satisfied,No,Yes,No,48.0
S01630,Male,22.0,Arts,6.0,Offline,Yes,Satisfied,Yes,Yes,Yes,52.0
S01631,Male,23.0,Engineering,4.0,,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S01632,Other,18.0,Engineering,8.0,Hybrid,Yes,Dissatisfied,Yes,No,Yes,62.0
S01633,Female,21.0,Medicine,1.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,40.0
S01634,Male,24.0,Arts,3.0,Online,,Very Satisfied,No,No,No,40.0
S01635,Male,,Medicine,1.0,Hybrid,Yes,Very Satisfied,Yes,No,No,40.0
S01636,Male,23.0,Medicine,7.0,Hybrid,Yes,Very Satisfied,,Yes,Yes,58.0
S01637,Other,24.0,Medicine,11.0,Hybrid,Yes,Neutral,No,Yes,,88.0
S01638,Female,18.0,Commerce,10.0,Offline,Yes,Neutral,No,Yes,Yes,83.0
S01639,Other,18.0,Engineering,0.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,40.0
S01640,Other,22.0,Engineering,8.0,Online,Yes,Satisfied,Yes,Yes,Yes,60.0
S01641,Female,22.0,Engineering,11.0,Online,,Neutral,Yes,Yes,No,90.0
S01642,Other,23.0,Commerce,12.0,Online,Yes,Very Satisfied,Yes,,No,99.0
S01643,Female,24.0,Science,4.0,Hybrid,Yes,Neutral,No,No,No,40.0
S01644,Male,25.0,Law,10.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes,78.0
S01645,Female,24.0,Law,11.0,Hybrid,Yes,Dissatisfied,Yes,Yes,No,88.0
S01646,Male,18.0,Commerce,2.0,Online,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S01647,Other,25.0,Engineering,11.0,Offline,Yes,Very Satisfied,No,No,No,92.0
S01648,Other,23.0,Law,6.0,Offline,Yes,Dissatisfied,No,Yes,No,50.0
S01649,Male,18.0,Commerce,3.0,Hybrid,Yes,Satisfied,Yes,No,Yes,40.0
S01650,Other,22.0,Medicine,0.0,Online,Yes,Very Satisfied,No,Yes,No,40.0
S01651,Female,21.0,Arts,2.0,Hybrid,Yes,Satisfied,Yes,No,Yes,40.0
S01652,Male,19.0,,10.0,Online,No,,No,No,No,85.0
S01653,Other,25.0,Arts,7.0,Offline,Yes,Neutral,Yes,Yes,No,54.0
S01654,Male,19.0,Engineering,11.0,Hybrid,Yes,Neutral,No,Yes,No,87.0
S01655,Female,18.0,Law,1.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S01656,Female,24.0,Commerce,1.0,Online,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S01657,Other,22.0,Science,6.0,Offline,Yes,Neutral,No,,Yes,52.0
S01658,Female,20.0,Law,4.0,Offline,Yes,Dissatisfied,Yes,Yes,No,40.0
S01659,Male,20.0,Law,4.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes,40.0
S01660,Female,19.0,Law,0.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,40.0
S01661,Male,21.0,Law,12.0,Online,Yes,Very Dissatisfied,Yes,,,98.0
S01662,Male,19.0,Commerce,5.0,Offline,,Very Satisfied,Yes,No,Yes,45.0
S01663,Female,18.0,Commerce,7.0,Offline,Yes,Neutral,Yes,Yes,No,54.0
S01664,Other,21.0,Science,5.0,Offline,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S01665,Female,20.0,Commerce,6.0,Offline,Yes,Satisfied,Yes,No,Yes,49.0
S01666,Male,24.0,Commerce,3.0,Online,Yes,Very Dissatisfied,No,Yes,No,40.0
S01667,Male,22.0,Engineering,1.0,Online,Yes,Dissatisfied,Yes,Yes,No,40.0
S01668,Female,25.0,Engineering,0.0,Hybrid,Yes,Very Dissatisfied,,No,,40.0
S01669,Other,22.0,Arts,11.0,Online,Yes,Neutral,,Yes,No,93.0
S01670,Other,18.0,Science,5.0,Online,Yes,Neutral,No,No,Yes,40.0
S01671,Male,19.0,Engineering,8.0,Offline,Yes,Dissatisfied,No,Yes,Yes,66.0
S01672,Male,18.0,Science,6.0,,Yes,Very Satisfied,No,No,No,43.0
S01673,Other,25.0,Science,4.0,Hybrid,Yes,Dissatisfied,No,No,No,40.0
S01674,Female,22.0,Law,11.0,Offline,Yes,Very Satisfied,Yes,Yes,No,88.0
S01675,Male,25.0,Medicine,1.0,Hybrid,Yes,Neutral,No,Yes,Yes,40.0
S01676,Male,20.0,Medicine,0.0,Online,Yes,Neutral,Yes,Yes,No,40.0
S01677,Other,22.0,Medicine,2.0,Hybrid,,Very Satisfied,Yes,Yes,Yes,40.0
S01678,Female,21.0,Science,3.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S01679,Other,24.0,Law,6.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,43.0
S01680,Female,25.0,Arts,8.0,Hybrid,Yes,Dissatisfied,Yes,No,No,64.0
S01681,Female,24.0,Arts,7.0,Hybrid,Yes,Neutral,No,Yes,Yes,57.0
S01682,Female,23.0,Medicine,6.0,Offline,Yes,Very Dissatisfied,Yes,No,No,50.0
S01683,Male,22.0,Arts,6.0,Online,Yes,Neutral,Yes,Yes,Yes,49.0
S01684,Other,22.0,Law,9.0,Hybrid,Yes,Dissatisfied,No,Yes,No,72.0
S01685,Other,24.0,Medicine,7.0,Online,Yes,,No,No,No,59.0
S01686,Female,23.0,Law,7.0,Online,Yes,Neutral,Yes,Yes,Yes,53.0
S01687,Male,21.0,Arts,0.0,Online,Yes,Satisfied,No,Yes,Yes,40.0
S01688,Male,19.0,Medicine,11.0,Hybrid,Yes,Neutral,No,Yes,Yes,88.0
S01689,Other,25.0,Law,11.0,Online,Yes,Very Satisfied,Yes,Yes,Yes,86.0
S01690,Male,25.0,Commerce,8.0,Hybrid,No,Satisfied,Yes,Yes,Yes,60.0
S01691,Male,22.0,Commerce,6.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,43.0
S01692,Female,24.0,Law,11.0,Hybrid,,Very Satisfied,Yes,Yes,No,83.0
S01693,Male,18.0,Law,10.0,,Yes,Dissatisfied,No,Yes,No,85.0
S01694,Female,22.0,,6.0,Hybrid,,Dissatisfied,No,No,,52.0
S01695,Other,18.0,Engineering,12.0,Offline,Yes,Very Dissatisfied,Yes,No,Yes,93.0
S01696,Male,21.0,Science,9.0,Offline,Yes,Satisfied,Yes,Yes,,70.0
S01697,Other,22.0,Medicine,9.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,68.0
S01698,Other,25.0,,12.0,Hybrid,Yes,Satisfied,Yes,Yes,No,100.0
S01699,Male,24.0,Science,4.0,Offline,Yes,Dissatisfied,Yes,Yes,No,40.0
S01700,Male,21.0,Arts,3.0,Hybrid,Yes,Dissatisfied,Yes,No,No,40.0
S01701,Other,21.0,Commerce,6.0,Hybrid,Yes,Dissatisfied,No,No,Yes,43.0
S01702,Male,19.0,Arts,0.0,Hybrid,Yes,Satisfied,Yes,Yes,No,40.0
S01703,Female,22.0,Medicine,2.0,Online,No,Dissatisfied,No,Yes,Yes,40.0
S01704,Female,18.0,Law,0.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,40.0
S01705,Male,18.0,Engineering,7.0,Hybrid,Yes,Very Satisfied,No,No,Yes,61.0
S01706,Other,22.0,Medicine,2.0,Offline,Yes,Satisfied,Yes,No,No,40.0
S01707,Male,23.0,Law,10.0,Offline,Yes,,No,Yes,,80.0
S01708,Male,19.0,Medicine,9.0,Online,Yes,Very Dissatisfied,No,Yes,No,77.0
S01709,Other,,Law,1.0,Offline,Yes,Neutral,Yes,Yes,Yes,40.0
S01710,Other,19.0,Engineering,5.0,,Yes,Dissatisfied,Yes,No,No,40.0
S01711,Female,18.0,Law,3.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S01712,Other,21.0,Science,6.0,Offline,Yes,Neutral,Yes,Yes,No,47.0
S01713,Female,24.0,Medicine,12.0,Offline,Yes,Satisfied,Yes,Yes,No,91.0
S01714,Other,23.0,Engineering,10.0,Online,Yes,Very Dissatisfied,No,Yes,No,82.0
S01715,Male,25.0,Law,12.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes,98.0
S01716,,19.0,Science,10.0,Offline,Yes,Very Satisfied,No,No,Yes,80.0
S01717,Female,18.0,Science,12.0,Offline,Yes,Very Satisfied,No,Yes,Yes,95.0
S01718,Female,18.0,Commerce,3.0,Hybrid,Yes,Satisfied,Yes,No,Yes,40.0
S01719,Male,25.0,Science,1.0,Offline,Yes,Very Satisfied,Yes,No,Yes,40.0
S01720,Male,21.0,Arts,1.0,Online,Yes,Very Satisfied,Yes,Yes,No,40.0
S01721,Male,25.0,Engineering,10.0,Offline,Yes,Dissatisfied,Yes,No,Yes,76.0
S01722,Male,22.0,Engineering,5.0,Offline,Yes,Satisfied,No,Yes,No,40.0
S01723,Male,22.0,Engineering,4.0,Online,Yes,Satisfied,No,Yes,No,40.0
S01724,Female,,Law,8.0,Online,Yes,Neutral,No,No,No,61.0
S01725,Male,25.0,Medicine,3.0,Online,Yes,Dissatisfied,,Yes,No,40.0
S01726,Female,24.0,Law,4.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,40.0
S01727,Male,19.0,Arts,0.0,Offline,Yes,Dissatisfied,No,Yes,No,40.0
S01728,Other,24.0,Medicine,11.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No,86.0
S01729,Female,19.0,Science,11.0,Online,Yes,Satisfied,No,Yes,Yes,93.0
S01730,Other,23.0,Law,1.0,Hybrid,Yes,Dissatisfied,No,Yes,No,40.0
S01731,Female,24.0,Medicine,2.0,Online,No,Neutral,No,Yes,No,40.0
S01732,,21.0,,4.0,Offline,No,Very Satisfied,No,No,No,40.0
S01733,,19.0,Medicine,11.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,92.0
S01734,Male,21.0,Science,4.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,40.0
S01735,Male,18.0,Medicine,3.0,Offline,Yes,Satisfied,,Yes,No,40.0
S01736,Female,19.0,Law,9.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes,67.0
S01737,Other,18.0,Law,2.0,Hybrid,,Satisfied,No,Yes,Yes,40.0
S01738,Male,20.0,Arts,8.0,Online,Yes,Very Satisfied,No,Yes,Yes,62.0
S01739,Other,21.0,Commerce,0.0,Hybrid,Yes,,No,No,No,40.0
S01740,Other,20.0,Engineering,5.0,Online,Yes,Satisfied,Yes,Yes,No,40.0
S01741,Male,19.0,Law,6.0,,Yes,Very Satisfied,No,Yes,Yes,46.0
S01742,Male,18.0,Law,9.0,Online,Yes,Satisfied,Yes,No,No,74.0
S01743,Other,19.0,Science,3.0,Online,Yes,Very Dissatisfied,No,No,Yes,40.0
S01744,,20.0,Commerce,9.0,Hybrid,,Dissatisfied,Yes,Yes,No,75.0
S01745,Male,25.0,Law,2.0,Online,Yes,Very Dissatisfied,No,Yes,No,40.0
S01746,Male,25.0,Medicine,7.0,,Yes,Satisfied,,No,No,60.0
S01747,Female,19.0,Commerce,8.0,Offline,Yes,Satisfied,Yes,Yes,Yes,59.0
S01748,,23.0,Engineering,12.0,Hybrid,Yes,Satisfied,No,,No,97.0
S01749,Other,22.0,Medicine,0.0,Hybrid,Yes,Satisfied,No,Yes,No,40.0
S01750,Female,20.0,Science,10.0,Hybrid,Yes,Very Satisfied,No,Yes,No,81.0
S01751,Other,19.0,Arts,11.0,Offline,Yes,Dissatisfied,No,Yes,No,92.0
S01752,Male,18.0,Medicine,9.0,Hybrid,Yes,Very Satisfied,No,No,No,74.0
S01753,Other,19.0,Engineering,8.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,69.0
S01754,Male,25.0,,6.0,Online,Yes,Satisfied,Yes,No,Yes,51.0
S01755,Female,18.0,Commerce,0.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S01756,Male,22.0,Commerce,6.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes,46.0
S01757,Other,19.0,Engineering,4.0,Offline,Yes,Neutral,,,Yes,40.0
S01758,Other,24.0,Commerce,9.0,,Yes,Dissatisfied,No,No,No,75.0
S01759,Other,25.0,,12.0,Offline,Yes,Neutral,No,No,Yes,97.0
S01760,Female,24.0,Arts,12.0,Online,Yes,Very Satisfied,Yes,Yes,Yes,93.0
S01761,Female,22.0,Medicine,6.0,Online,Yes,Neutral,No,Yes,,52.0
S01762,Other,20.0,Arts,11.0,Hybrid,Yes,Neutral,Yes,No,Yes,87.0
S01763,Male,18.0,Commerce,8.0,Hybrid,No,Neutral,Yes,Yes,No,65.0
S01764,Female,24.0,Medicine,7.0,Online,Yes,Dissatisfied,No,,No,58.0
S01765,,23.0,Commerce,5.0,,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S01766,,20.0,Arts,1.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,40.0
S01767,Female,,Commerce,7.0,Offline,Yes,Neutral,No,No,Yes,57.0
S01768,Female,25.0,Law,11.0,Hybrid,Yes,Dissatisfied,Yes,Yes,No,93.0
S01769,Female,25.0,Science,3.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S01770,Male,25.0,Medicine,7.0,Hybrid,Yes,Satisfied,No,No,No,57.0
S01771,Male,,Law,6.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,51.0
S01772,Other,,Commerce,3.0,Hybrid,,Very Dissatisfied,No,No,No,40.0
S01773,Female,25.0,Commerce,7.0,Hybrid,Yes,Dissatisfied,,No,No,52.0
S01774,Male,21.0,Science,10.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,81.0
S01775,Female,25.0,Commerce,10.0,Offline,Yes,Very Dissatisfied,No,No,Yes,78.0
S01776,Other,19.0,Science,11.0,Hybrid,Yes,Satisfied,No,Yes,No,93.0
S01777,Male,22.0,Medicine,10.0,Online,Yes,Satisfied,Yes,No,No,76.0
S01778,Male,18.0,Arts,1.0,Hybrid,Yes,Neutral,No,Yes,No,40.0
S01779,Male,18.0,Science,8.0,Offline,Yes,Neutral,No,Yes,Yes,63.0
S01780,Other,18.0,Science,5.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,40.0
S01781,,18.0,Law,6.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,47.0
S01782,Male,19.0,Commerce,9.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes,69.0
S01783,Other,20.0,Medicine,0.0,Online,Yes,,No,Yes,Yes,40.0
S01784,Female,23.0,Arts,2.0,,Yes,Very Satisfied,Yes,No,No,40.0
S01785,Other,21.0,Engineering,9.0,Offline,Yes,Neutral,No,Yes,Yes,74.0
S01786,,19.0,Science,4.0,Hybrid,Yes,Neutral,,Yes,Yes,40.0
S01787,Other,18.0,Engineering,11.0,Offline,Yes,Very Satisfied,No,No,Yes,84.0
S01788,Female,19.0,Commerce,6.0,Hybrid,Yes,Very Dissatisfied,,No,Yes,51.0
S01789,Male,22.0,Science,0.0,Online,Yes,Neutral,,No,Yes,40.0
S01790,Female,23.0,Engineering,8.0,Offline,Yes,Satisfied,No,Yes,Yes,66.0
S01791,Other,18.0,Law,4.0,Hybrid,Yes,Very Satisfied,No,No,No,40.0
S01792,Other,21.0,Engineering,12.0,Hybrid,Yes,Satisfied,No,Yes,No,100.0
S01793,Female,,Law,11.0,Online,Yes,Very Dissatisfied,Yes,No,Yes,89.0
S01794,Male,23.0,Arts,2.0,Online,Yes,Neutral,No,No,No,40.0
S01795,Male,21.0,Commerce,6.0,Offline,Yes,Satisfied,No,No,No,49.0
S01796,Female,23.0,Medicine,9.0,Offline,Yes,Very Satisfied,No,No,Yes,69.0
S01797,Female,21.0,Engineering,6.0,Offline,,Very Dissatisfied,Yes,Yes,Yes,48.0
S01798,Other,20.0,Science,9.0,Hybrid,No,Neutral,No,No,Yes,77.0
S01799,Male,24.0,Commerce,9.0,Hybrid,Yes,Neutral,Yes,Yes,,77.0
S01800,Female,20.0,Engineering,2.0,,Yes,Very Dissatisfied,No,Yes,Yes,40.0
S01801,Male,19.0,Science,6.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,44.0
S01802,Female,19.0,Science,6.0,Online,Yes,Very Dissatisfied,No,Yes,Yes,45.0
S01803,Female,25.0,Medicine,3.0,Hybrid,Yes,Satisfied,No,No,No,40.0
S01804,Male,21.0,Medicine,9.0,Offline,Yes,Dissatisfied,No,Yes,Yes,76.0
S01805,Female,25.0,Science,8.0,Hybrid,Yes,Neutral,No,No,No,64.0
S01806,Female,25.0,Medicine,0.0,Online,Yes,,No,No,Yes,40.0
S01807,,18.0,Science,0.0,Offline,Yes,Very Satisfied,No,Yes,Yes,40.0
S01808,Female,24.0,,4.0,Offline,Yes,Neutral,Yes,Yes,Yes,40.0
S01809,Female,22.0,Arts,12.0,Offline,Yes,Dissatisfied,No,Yes,Yes,97.0
S01810,Female,22.0,Medicine,2.0,Offline,Yes,Very Satisfied,No,Yes,Yes,40.0
S01811,Other,18.0,Law,9.0,,Yes,Neutral,Yes,Yes,Yes,75.0
S01812,Male,18.0,Law,12.0,Online,Yes,Dissatisfied,Yes,Yes,No,91.0
S01813,Other,20.0,Law,8.0,Hybrid,Yes,Very Dissatisfied,No,No,No,59.0
S01814,Other,22.0,Arts,4.0,Hybrid,Yes,Dissatisfied,Yes,Yes,No,40.0
S01815,Male,21.0,Science,6.0,Offline,Yes,Neutral,Yes,Yes,Yes,48.0
S01816,Other,23.0,Science,0.0,Online,Yes,Dissatisfied,Yes,,No,40.0
S01817,Male,25.0,Commerce,1.0,Hybrid,Yes,Neutral,Yes,No,Yes,40.0
S01818,Other,19.0,Law,10.0,Online,,Neutral,Yes,No,No,85.0
S01819,Male,25.0,Law,11.0,Online,Yes,Dissatisfied,Yes,Yes,,83.0
S01820,Female,25.0,,3.0,Online,Yes,,,No,No,40.0
S01821,Other,23.0,Law,8.0,Online,Yes,Very Satisfied,No,Yes,No,63.0
S01822,Other,20.0,Science,4.0,Hybrid,Yes,Very Satisfied,,Yes,No,40.0
S01823,Other,22.0,Science,4.0,Online,Yes,Satisfied,No,Yes,Yes,40.0
S01824,Other,25.0,Medicine,8.0,,Yes,Neutral,Yes,Yes,Yes,62.0
S01825,Female,24.0,Science,7.0,Online,Yes,Very Satisfied,No,No,Yes,53.0
S01826,Other,18.0,Engineering,1.0,Online,Yes,Satisfied,No,No,No,40.0
S01827,Female,24.0,Engineering,6.0,Hybrid,Yes,Neutral,No,Yes,Yes,51.0
S01828,Female,24.0,Engineering,0.0,,Yes,Satisfied,No,Yes,Yes,40.0
S01829,Female,22.0,Engineering,9.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,67.0
S01830,Female,21.0,Arts,6.0,Online,Yes,Satisfied,Yes,No,No,49.0
S01831,Male,20.0,Commerce,10.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,78.0
S01832,Male,25.0,Commerce,8.0,Online,Yes,Satisfied,Yes,Yes,,63.0
S01833,Other,25.0,Science,2.0,Hybrid,Yes,,Yes,Yes,,40.0
S01834,Male,25.0,Law,12.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,95.0
S01835,Male,18.0,Engineering,1.0,Hybrid,Yes,Satisfied,No,No,No,40.0
S01836,Other,23.0,Commerce,3.0,,Yes,Very Dissatisfied,No,No,No,40.0
S01837,Other,21.0,Commerce,3.0,Hybrid,,Satisfied,Yes,Yes,,40.0
S01838,Other,23.0,Engineering,2.0,Hybrid,Yes,Satisfied,No,Yes,,40.0
S01839,Male,19.0,,1.0,,No,Satisfied,No,Yes,Yes,40.0
S01840,Male,20.0,Arts,4.0,Offline,Yes,Very Dissatisfied,Yes,No,No,40.0
S01841,Other,21.0,Commerce,3.0,Online,Yes,Neutral,No,Yes,No,40.0
S01842,Female,21.0,Arts,4.0,Online,Yes,Satisfied,Yes,Yes,Yes,40.0
S01843,Other,25.0,Medicine,12.0,Hybrid,Yes,Satisfied,No,Yes,Yes,94.0
S01844,Female,23.0,Engineering,11.0,Online,Yes,Dissatisfied,Yes,Yes,Yes,88.0
S01845,Female,18.0,Commerce,11.0,Hybrid,Yes,Dissatisfied,Yes,No,No,86.0
S01846,Other,19.0,,7.0,Offline,Yes,Very Satisfied,Yes,Yes,No,55.0
S01847,Other,25.0,Arts,6.0,,Yes,Very Dissatisfied,No,Yes,Yes,48.0
S01848,Other,25.0,Engineering,1.0,Hybrid,Yes,Neutral,No,No,No,40.0
S01849,Male,25.0,Arts,8.0,Online,Yes,Satisfied,No,No,Yes,65.0
S01850,Female,23.0,Arts,9.0,,Yes,Satisfied,No,Yes,No,75.0
S01851,Male,21.0,Engineering,0.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S01852,Male,20.0,Arts,7.0,Hybrid,Yes,Very Satisfied,Yes,No,Yes,57.0
S01853,Other,21.0,Medicine,11.0,Online,Yes,,No,Yes,No,89.0
S01854,Male,22.0,Science,4.0,Offline,Yes,Dissatisfied,No,No,Yes,40.0
S01855,Other,20.0,Engineering,1.0,Offline,Yes,Very Dissatisfied,No,Yes,,40.0
